Entity,Date,Cases,Deaths,Daily tests,iso_alpha,month
Kenya,2020-06-23,4797.0,125.0,4171.0,KEN,6
Jordan,2020-06-23,1042.0,9.0,0.0,JOR,6
Iraq,2020-06-23,32676.0,1167.0,10672.0,IRQ,6
Nigeria,2020-06-23,20919.0,525.0,1809.0,NGA,6
Oman,2020-06-23,31076.0,137.0,3940.0,OMN,6
Saudi Arabia,2020-06-23,161005.0,1307.0,34511.0,SAU,6
Trinidad and Tobago,2020-06-23,123.0,8.0,24.0,TTO,6
Switzerland,2020-06-23,31227.0,1679.0,11674.0,CHE,6
Libya,2020-06-23,571.0,10.0,775.0,LBY,6
Panama,2020-06-23,26752.0,521.0,1701.0,PAN,6
Costa Rica,2020-06-23,2277.0,12.0,443.0,CRI,6
Italy,2020-06-23,238720.0,34657.0,40485.0,ITA,6
Indonesia,2020-06-23,46845.0,2500.0,8564.0,IDN,6
Nepal,2020-06-23,9026.0,23.0,4995.0,NPL,6
Norway,2020-06-23,8745.0,248.0,4656.0,NOR,6
Oman,2020-06-24,32394.0,140.0,3585.0,OMN,6
Chile,2020-06-24,250767.0,4505.0,12575.0,CHL,6
Norway,2020-06-24,8751.0,248.0,4623.0,NOR,6
Portugal,2020-06-24,39737.0,1540.0,13925.0,PRT,6
Trinidad and Tobago,2020-06-24,123.0,8.0,45.0,TTO,6
India,2020-06-24,456183.0,14476.0,215195.0,IND,6
Zimbabwe,2020-06-24,525.0,6.0,654.0,ZWE,6
Israel,2020-06-24,21512.0,308.0,18393.0,ISR,6
Ethiopia,2020-06-24,4848.0,75.0,4034.0,ETH,6
Paraguay,2020-06-24,1422.0,13.0,1357.0,PRY,6
Nigeria,2020-06-24,21371.0,533.0,2539.0,NGA,6
Jordan,2020-06-24,1047.0,9.0,0.0,JOR,6
Togo,2020-06-24,576.0,13.0,178.0,TGO,6
Senegal,2020-06-24,6034.0,89.0,987.0,SEN,6
Zambia,2020-06-24,1477.0,18.0,855.0,ZMB,6
Australia,2020-06-24,7492.0,102.0,47603.0,AUS,6
France,2020-06-24,161267.0,29720.0,45678.0,FRA,6
Dominican Republic,2020-06-24,27936.0,675.0,2251.0,DOM,6
Algeria,2020-06-24,12076.0,861.0,0.0,DZA,6
Madagascar,2020-06-24,1724.0,15.0,0.0,MDG,6
Malawi,2020-06-24,848.0,11.0,235.0,MWI,6
Austria,2020-06-24,17351.0,693.0,6111.0,AUT,6
Sweden,2020-06-24,60982.0,5364.0,0.0,SWE,6
Thailand,2020-06-24,3156.0,58.0,5263.0,THA,6
Italy,2020-06-24,238833.0,34675.0,53266.0,ITA,6
Denmark,2020-06-24,12561.0,603.0,20079.0,DNK,6
Czech Republic,2020-06-24,10650.0,339.0,4287.0,CZE,6
United Kingdom,2020-06-24,279390.0,39986.0,88040.0,GBR,6
Switzerland,2020-06-24,31249.0,1679.0,9151.0,CHE,6
Uganda,2020-06-24,797.0,0.0,0.0,UGA,6
Canada,2020-06-24,101963.0,8454.0,35781.0,CAN,6
Mexico,2020-06-24,232538.0,23377.0,12297.0,MEX,6
Kuwait,2020-06-24,41033.0,334.0,3985.0,KWT,6
Mozambique,2020-06-24,757.0,5.0,404.0,MOZ,6
Ireland,2020-06-24,25391.0,1720.0,3252.0,IRL,6
Finland,2020-06-24,7155.0,327.0,2330.0,FIN,6
Saudi Arabia,2020-06-24,164144.0,1346.0,37740.0,SAU,6
Japan,2020-06-24,18027.0,963.0,0.0,JPN,6
Croatia,2020-06-24,2366.0,107.0,645.0,HRV,6
Peru,2020-06-24,260810.0,8404.0,5337.0,PER,6
Rwanda,2020-06-24,798.0,2.0,3415.0,RWA,6
Bolivia,2020-06-24,26389.0,846.0,1735.0,BOL,6
Romania,2020-06-24,24505.0,1539.0,0.0,ROU,6
Uruguay,2020-06-24,885.0,25.0,1473.0,URY,6
Iceland,2020-06-24,1815.0,10.0,47.0,ISL,6
United States,2020-06-24,2347022.0,121228.0,756456.0,USA,6
Hungary,2020-06-24,4107.0,573.0,2559.0,HUN,6
Iran,2020-06-24,209970.0,9863.0,27194.0,IRN,6
Mauritania,2020-06-24,2984.0,111.0,0.0,MRT,6
Slovenia,2020-06-24,1534.0,111.0,1212.0,SVN,6
Colombia,2020-06-24,73572.0,2404.0,16981.0,COL,6
Sri Lanka,2020-06-24,1991.0,11.0,1349.0,LKA,6
Indonesia,2020-06-24,47896.0,2535.0,12238.0,IDN,6
Nepal,2020-06-24,9026.0,23.0,6828.0,NPL,6
Tunisia,2020-06-24,1159.0,50.0,242.0,TUN,6
New Zealand,2020-06-24,1166.0,22.0,10359.0,NZL,6
Libya,2020-06-24,639.0,17.0,1005.0,LBY,6
Panama,2020-06-24,27314.0,536.0,2295.0,PAN,6
Malaysia,2020-06-24,8590.0,121.0,10733.0,MYS,6
Poland,2020-06-24,32527.0,1375.0,19251.0,POL,6
Costa Rica,2020-06-24,2368.0,12.0,621.0,CRI,6
El Salvador,2020-06-24,4973.0,113.0,2481.0,SLV,6
Turkey,2020-06-24,190165.0,5001.0,53486.0,TUR,6
South Africa,2020-06-24,106108.0,2102.0,34122.0,ZAF,6
Kenya,2020-06-24,4952.0,128.0,4859.0,KEN,6
Iraq,2020-06-24,34502.0,1251.0,11445.0,IRQ,6
Belgium,2020-06-24,61405.0,9606.0,18466.0,BEL,6
Vietnam,2020-06-24,349.0,0.0,0.0,VNM,6
Pakistan,2020-06-24,188926.0,3755.0,23380.0,PAK,6
Ecuador,2020-06-24,51643.0,4274.0,1717.0,ECU,6
Cuba,2020-06-24,2318.0,85.0,2184.0,CUB,6
Philippines,2020-06-24,31825.0,1186.0,13063.0,PHL,6
Guatemala,2020-06-24,14540.0,582.0,1011.0,GTM,6
Ghana,2020-06-24,14568.0,95.0,3329.0,GHA,6
Myanmar,2020-06-24,292.0,6.0,2051.0,MMR,6
Namibia,2020-06-24,72.0,0.0,0.0,NAM,6
Greece,2020-06-24,3302.0,190.0,0.0,GRC,6
Morocco,2020-06-24,10264.0,214.0,16581.0,MAR,6
Jamaica,2020-06-24,670.0,10.0,602.0,JAM,6
Bangladesh,2020-06-24,119198.0,1545.0,16433.0,BGD,6
Bahrain,2020-06-24,23062.0,67.0,0.0,BHR,6
Serbia,2020-06-24,13092.0,263.0,7784.0,SRB,6
Bulgaria,2020-06-24,4114.0,208.0,2946.0,BGR,6
Kenya,2020-06-25,5206.0,130.0,3918.0,KEN,6
Sweden,2020-06-25,62680.0,5386.0,0.0,SWE,6
Iraq,2020-06-25,36702.0,1330.0,11370.0,IRQ,6
Bolivia,2020-06-25,27487.0,876.0,1651.0,BOL,6
New Zealand,2020-06-25,1169.0,22.0,10006.0,NZL,6
Switzerland,2020-06-25,31293.0,1681.0,9263.0,CHE,6
Nigeria,2020-06-25,22020.0,542.0,2047.0,NGA,6
Greece,2020-06-25,3310.0,190.0,0.0,GRC,6
Guatemala,2020-06-25,14819.0,601.0,2272.0,GTM,6
United Kingdom,2020-06-25,280276.0,40073.0,93173.0,GBR,6
Malaysia,2020-06-25,8596.0,121.0,11842.0,MYS,6
Sri Lanka,2020-06-25,2001.0,11.0,1243.0,LKA,6
Italy,2020-06-25,239410.0,34644.0,56061.0,ITA,6
El Salvador,2020-06-25,5150.0,126.0,2477.0,SLV,6
Ecuador,2020-06-25,52334.0,4309.0,1904.0,ECU,6
Dominican Republic,2020-06-25,28631.0,691.0,2729.0,DOM,6
Senegal,2020-06-25,6129.0,93.0,985.0,SEN,6
Malawi,2020-06-25,941.0,11.0,460.0,MWI,6
Denmark,2020-06-25,12615.0,603.0,16830.0,DNK,6
Norway,2020-06-25,8777.0,249.0,4176.0,NOR,6
Bangladesh,2020-06-25,122660.0,1582.0,17999.0,BGD,6
Jamaica,2020-06-25,678.0,10.0,451.0,JAM,6
Romania,2020-06-25,24826.0,1555.0,0.0,ROU,6
Saudi Arabia,2020-06-25,167267.0,1387.0,38470.0,SAU,6
Oman,2020-06-25,33536.0,142.0,3835.0,OMN,6
Trinidad and Tobago,2020-06-25,123.0,8.0,22.0,TTO,6
Namibia,2020-06-25,76.0,0.0,274.0,NAM,6
Mexico,2020-06-25,238802.0,24342.0,12674.0,MEX,6
Croatia,2020-06-25,2388.0,107.0,919.0,HRV,6
Serbia,2020-06-25,13235.0,263.0,7311.0,SRB,6
Algeria,2020-06-25,12248.0,869.0,0.0,DZA,6
Finland,2020-06-25,7167.0,327.0,2693.0,FIN,6
Ireland,2020-06-25,25396.0,1726.0,2983.0,IRL,6
Kuwait,2020-06-25,41879.0,337.0,3286.0,KWT,6
Jordan,2020-06-25,1071.0,9.0,0.0,JOR,6
Zimbabwe,2020-06-25,530.0,6.0,435.0,ZWE,6
Peru,2020-06-25,264689.0,8586.0,5158.0,PER,6
Costa Rica,2020-06-25,2515.0,12.0,703.0,CRI,6
Slovenia,2020-06-25,1541.0,111.0,843.0,SVN,6
Togo,2020-06-25,583.0,14.0,224.0,TGO,6
Panama,2020-06-25,28030.0,547.0,3224.0,PAN,6
Vietnam,2020-06-25,352.0,0.0,0.0,VNM,6
Czech Republic,2020-06-25,10777.0,343.0,4047.0,CZE,6
Iran,2020-06-25,212501.0,9996.0,27912.0,IRN,6
Canada,2020-06-25,102242.0,8484.0,39713.0,CAN,6
Uganda,2020-06-25,805.0,0.0,0.0,UGA,6
France,2020-06-25,161348.0,29731.0,40378.0,FRA,6
Rwanda,2020-06-25,830.0,2.0,4757.0,RWA,6
Mozambique,2020-06-25,762.0,5.0,758.0,MOZ,6
Israel,2020-06-25,22044.0,308.0,18666.0,ISR,6
Japan,2020-06-25,18110.0,968.0,0.0,JPN,6
India,2020-06-25,473105.0,14894.0,207871.0,IND,6
Chile,2020-06-25,254416.0,4731.0,17446.0,CHL,6
Turkey,2020-06-25,191657.0,5025.0,52303.0,TUR,6
Philippines,2020-06-25,32295.0,1204.0,15004.0,PHL,6
Colombia,2020-06-25,77113.0,2491.0,18501.0,COL,6
South Africa,2020-06-25,111796.0,2205.0,43118.0,ZAF,6
Iceland,2020-06-25,1817.0,10.0,136.0,ISL,6
Bahrain,2020-06-25,23570.0,69.0,8735.0,BHR,6
Myanmar,2020-06-25,293.0,6.0,1862.0,MMR,6
Cuba,2020-06-25,2319.0,85.0,2103.0,CUB,6
Morocco,2020-06-25,10907.0,216.0,0.0,MAR,6
Tunisia,2020-06-25,1160.0,50.0,353.0,TUN,6
United States,2020-06-25,2381361.0,121979.0,771165.0,USA,6
Indonesia,2020-06-25,49009.0,2573.0,13239.0,IDN,6
Bulgaria,2020-06-25,4242.0,209.0,3016.0,BGR,6
Ghana,2020-06-25,15013.0,95.0,2012.0,GHA,6
Zambia,2020-06-25,1489.0,18.0,569.0,ZMB,6
Madagascar,2020-06-25,1787.0,16.0,0.0,MDG,6
Poland,2020-06-25,32821.0,1396.0,21453.0,POL,6
Pakistan,2020-06-25,192970.0,3903.0,21835.0,PAK,6
Uruguay,2020-06-25,902.0,26.0,1290.0,URY,6
Ethiopia,2020-06-25,5034.0,78.0,4675.0,ETH,6
Libya,2020-06-25,639.0,18.0,786.0,LBY,6
Portugal,2020-06-25,40104.0,1543.0,13549.0,PRT,6
Nepal,2020-06-25,10728.0,23.0,6543.0,NPL,6
Thailand,2020-06-25,3158.0,58.0,6671.0,THA,6
Hungary,2020-06-25,4114.0,576.0,3709.0,HUN,6
Paraguay,2020-06-25,1528.0,13.0,1573.0,PRY,6
Mauritania,2020-06-25,3292.0,114.0,0.0,MRT,6
Austria,2020-06-25,17384.0,693.0,5659.0,AUT,6
Australia,2020-06-25,7521.0,103.0,51917.0,AUS,6
Belgium,2020-06-25,61505.0,9609.0,15202.0,BEL,6
Colombia,2020-06-26,80599.0,2654.0,18866.0,COL,6
Poland,2020-06-26,33119.0,1412.0,18336.0,POL,6
Turkey,2020-06-26,193115.0,5046.0,51198.0,TUR,6
Austria,2020-06-26,17431.0,698.0,6199.0,AUT,6
Zambia,2020-06-26,1497.0,18.0,1175.0,ZMB,6
Myanmar,2020-06-26,293.0,6.0,1426.0,MMR,6
Vietnam,2020-06-26,352.0,0.0,0.0,VNM,6
South Africa,2020-06-26,118375.0,2292.0,33092.0,ZAF,6
Morocco,2020-06-26,11338.0,217.0,0.0,MAR,6
Iran,2020-06-26,215096.0,10130.0,27435.0,IRN,6
Pakistan,2020-06-26,195745.0,3962.0,21041.0,PAK,6
New Zealand,2020-06-26,1170.0,22.0,9091.0,NZL,6
Tunisia,2020-06-26,1162.0,50.0,82.0,TUN,6
Iceland,2020-06-26,1818.0,10.0,251.0,ISL,6
Greece,2020-06-26,3321.0,191.0,4011.0,GRC,6
Sweden,2020-06-26,63959.0,5409.0,0.0,SWE,6
Ghana,2020-06-26,15473.0,95.0,1900.0,GHA,6
Guatemala,2020-06-26,15619.0,623.0,1945.0,GTM,6
Canada,2020-06-26,102611.0,8504.0,39880.0,CAN,6
Australia,2020-06-26,7558.0,104.0,49498.0,AUS,6
Israel,2020-06-26,22400.0,309.0,16531.0,ISR,6
Uganda,2020-06-26,821.0,0.0,0.0,UGA,6
Thailand,2020-06-26,3158.0,58.0,4320.0,THA,6
France,2020-06-26,161348.0,29752.0,51692.0,FRA,6
Ethiopia,2020-06-26,5175.0,81.0,5414.0,ETH,6
Malawi,2020-06-26,960.0,12.0,372.0,MWI,6
India,2020-06-26,490401.0,15301.0,215446.0,IND,6
Rwanda,2020-06-26,850.0,2.0,3763.0,RWA,6
Paraguay,2020-06-26,1569.0,13.0,1590.0,PRY,6
Mozambique,2020-06-26,788.0,5.0,919.0,MOZ,6
United States,2020-06-26,2422310.0,124416.0,807810.0,USA,6
Madagascar,2020-06-26,1829.0,16.0,0.0,MDG,6
Japan,2020-06-26,18197.0,969.0,0.0,JPN,6
Chile,2020-06-26,259064.0,4903.0,18249.0,CHL,6
United Kingdom,2020-06-26,281054.0,40172.0,93392.0,GBR,6
Belgium,2020-06-26,61581.0,9614.0,14554.0,BEL,6
Philippines,2020-06-26,33069.0,1212.0,15918.0,PHL,6
Bahrain,2020-06-26,24081.0,71.0,8695.0,BHR,6
Ecuador,2020-06-26,53156.0,4343.0,1995.0,ECU,6
Senegal,2020-06-26,6233.0,94.0,1057.0,SEN,6
Panama,2020-06-26,29037.0,564.0,3029.0,PAN,6
Czech Republic,2020-06-26,10870.0,345.0,4533.0,CZE,6
Ireland,2020-06-26,25405.0,1727.0,3689.0,IRL,6
Kenya,2020-06-26,5384.0,132.0,3090.0,KEN,6
Costa Rica,2020-06-26,2684.0,12.0,687.0,CRI,6
Croatia,2020-06-26,2483.0,107.0,0.0,HRV,6
Italy,2020-06-26,239706.0,34678.0,52768.0,ITA,6
Norway,2020-06-26,8793.0,249.0,3928.0,NOR,6
Togo,2020-06-26,588.0,14.0,436.0,TGO,6
Finland,2020-06-26,7172.0,327.0,2176.0,FIN,6
Hungary,2020-06-26,4123.0,577.0,1927.0,HUN,6
Malaysia,2020-06-26,8600.0,121.0,12938.0,MYS,6
Nepal,2020-06-26,11162.0,26.0,6534.0,NPL,6
Uruguay,2020-06-26,907.0,26.0,1157.0,URY,6
Jordan,2020-06-26,1086.0,9.0,0.0,JOR,6
Zimbabwe,2020-06-26,551.0,6.0,489.0,ZWE,6
Nigeria,2020-06-26,22614.0,549.0,0.0,NGA,6
Kuwait,2020-06-26,42788.0,339.0,3774.0,KWT,6
Algeria,2020-06-26,12445.0,878.0,2500.0,DZA,6
Slovenia,2020-06-26,1547.0,111.0,878.0,SVN,6
Mexico,2020-06-26,245033.0,25060.0,13105.0,MEX,6
Saudi Arabia,2020-06-26,170639.0,1428.0,44275.0,SAU,6
Indonesia,2020-06-26,50187.0,2620.0,0.0,IDN,6
Bulgaria,2020-06-26,4408.0,211.0,2775.0,BGR,6
Switzerland,2020-06-26,31345.0,1681.0,10193.0,CHE,6
Libya,2020-06-26,698.0,18.0,476.0,LBY,6
Peru,2020-06-26,268602.0,8761.0,4921.0,PER,6
Trinidad and Tobago,2020-06-26,123.0,8.0,9.0,TTO,6
Jamaica,2020-06-26,684.0,10.0,615.0,JAM,6
Iraq,2020-06-26,39139.0,1437.0,11920.0,IRQ,6
Mauritania,2020-06-26,3739.0,119.0,0.0,MRT,6
Portugal,2020-06-26,40415.0,1549.0,15766.0,PRT,6
Romania,2020-06-26,25286.0,1565.0,11824.0,ROU,6
Sri Lanka,2020-06-26,2010.0,11.0,1439.0,LKA,6
Cuba,2020-06-26,2321.0,85.0,2288.0,CUB,6
Serbia,2020-06-26,13372.0,264.0,8495.0,SRB,6
Oman,2020-06-26,34902.0,144.0,4013.0,OMN,6
Denmark,2020-06-26,12636.0,603.0,15838.0,DNK,6
Bangladesh,2020-06-26,126606.0,1621.0,18498.0,BGD,6
El Salvador,2020-06-26,5336.0,133.0,2572.0,SLV,6
Bolivia,2020-06-26,28503.0,913.0,2033.0,BOL,6
Namibia,2020-06-26,81.0,0.0,91.0,NAM,6
Dominican Republic,2020-06-26,29141.0,698.0,3642.0,DOM,6
Ethiopia,2020-06-27,5425.0,89.0,5552.0,ETH,6
Australia,2020-06-27,7595.0,104.0,54222.0,AUS,6
United States,2020-06-27,2467837.0,125039.0,698442.0,USA,6
Sweden,2020-06-27,65163.0,5420.0,0.0,SWE,6
Kuwait,2020-06-27,43703.0,341.0,3240.0,KWT,6
Ghana,2020-06-27,15834.0,103.0,4502.0,GHA,6
Jamaica,2020-06-27,686.0,10.0,256.0,JAM,6
El Salvador,2020-06-27,5517.0,143.0,2498.0,SLV,6
Iraq,2020-06-27,41193.0,1559.0,9630.0,IRQ,6
Madagascar,2020-06-27,1922.0,16.0,0.0,MDG,6
Finland,2020-06-27,7191.0,328.0,1556.0,FIN,6
Portugal,2020-06-27,40866.0,1555.0,10352.0,PRT,6
South Africa,2020-06-27,124590.0,2340.0,35905.0,ZAF,6
Norway,2020-06-27,8815.0,249.0,1110.0,NOR,6
Oman,2020-06-27,36034.0,153.0,2508.0,OMN,6
Nigeria,2020-06-27,23298.0,554.0,0.0,NGA,6
Bahrain,2020-06-27,24805.0,78.0,9643.0,BHR,6
Sri Lanka,2020-06-27,2014.0,11.0,1607.0,LKA,6
Iran,2020-06-27,217724.0,10130.0,25670.0,IRN,6
United Kingdom,2020-06-27,281775.0,40249.0,90897.0,GBR,6
France,2020-06-27,162936.0,29778.0,24752.0,FRA,6
Canada,2020-06-27,102783.0,8508.0,42072.0,CAN,6
Colombia,2020-06-27,84442.0,2811.0,18729.0,COL,6
Jordan,2020-06-27,1104.0,9.0,0.0,JOR,6
Zimbabwe,2020-06-27,561.0,6.0,464.0,ZWE,6
Chile,2020-06-27,263360.0,5068.0,17944.0,CHL,6
Belgium,2020-06-27,61694.0,9616.0,10950.0,BEL,6
Guatemala,2020-06-27,15828.0,672.0,1400.0,GTM,6
Paraguay,2020-06-27,1711.0,13.0,1631.0,PRY,6
Slovenia,2020-06-27,1558.0,111.0,625.0,SVN,6
Malaysia,2020-06-27,8606.0,121.0,10342.0,MYS,6
Togo,2020-06-27,591.0,14.0,535.0,TGO,6
Uganda,2020-06-27,833.0,0.0,0.0,UGA,6
Croatia,2020-06-27,2539.0,107.0,0.0,HRV,6
Mexico,2020-06-27,251502.0,25779.0,6700.0,MEX,6
Switzerland,2020-06-27,31403.0,1681.0,6447.0,CHE,6
Italy,2020-06-27,239961.0,34708.0,61351.0,ITA,6
Philippines,2020-06-27,34073.0,1224.0,16747.0,PHL,6
Libya,2020-06-27,698.0,18.0,1062.0,LBY,6
Ireland,2020-06-27,25414.0,1730.0,4007.0,IRL,6
Algeria,2020-06-27,12685.0,885.0,0.0,DZA,6
Dominican Republic,2020-06-27,29764.0,712.0,3720.0,DOM,6
Morocco,2020-06-27,11633.0,218.0,13059.0,MAR,6
Kenya,2020-06-27,5533.0,137.0,4074.0,KEN,6
Israel,2020-06-27,22800.0,314.0,10489.0,ISR,6
Mauritania,2020-06-27,3739.0,119.0,0.0,MRT,6
Poland,2020-06-27,33395.0,1429.0,19143.0,POL,6
Senegal,2020-06-27,6354.0,98.0,1009.0,SEN,6
Indonesia,2020-06-27,51427.0,2683.0,0.0,IDN,6
Czech Republic,2020-06-27,11038.0,345.0,2554.0,CZE,6
Uruguay,2020-06-27,919.0,26.0,1418.0,URY,6
Pakistan,2020-06-27,198883.0,4035.0,21123.0,PAK,6
Hungary,2020-06-27,4127.0,578.0,3207.0,HUN,6
Thailand,2020-06-27,3162.0,58.0,3543.0,THA,6
Austria,2020-06-27,17498.0,698.0,7053.0,AUT,6
Peru,2020-06-27,272364.0,8939.0,2506.0,PER,6
Denmark,2020-06-27,12675.0,604.0,9483.0,DNK,6
Trinidad and Tobago,2020-06-27,124.0,8.0,18.0,TTO,6
Rwanda,2020-06-27,858.0,2.0,4702.0,RWA,6
Japan,2020-06-27,18297.0,971.0,0.0,JPN,6
Nepal,2020-06-27,11755.0,27.0,4606.0,NPL,6
Bulgaria,2020-06-27,4513.0,215.0,2750.0,BGR,6
Mozambique,2020-06-27,816.0,5.0,833.0,MOZ,6
Costa Rica,2020-06-27,2836.0,12.0,890.0,CRI,6
Serbia,2020-06-27,13565.0,265.0,5933.0,SRB,6
India,2020-06-27,508953.0,15685.0,220479.0,IND,6
Bangladesh,2020-06-27,130474.0,1661.0,15157.0,BGD,6
Ecuador,2020-06-27,53856.0,4406.0,1468.0,ECU,6
Greece,2020-06-27,3343.0,191.0,5293.0,GRC,6
Tunisia,2020-06-27,1164.0,50.0,308.0,TUN,6
Malawi,2020-06-27,1005.0,13.0,419.0,MWI,6
Zambia,2020-06-27,1531.0,21.0,653.0,ZMB,6
New Zealand,2020-06-27,1172.0,22.0,5465.0,NZL,6
Namibia,2020-06-27,121.0,0.0,158.0,NAM,6
Panama,2020-06-27,29905.0,575.0,2351.0,PAN,6
Bolivia,2020-06-27,29423.0,934.0,2242.0,BOL,6
Cuba,2020-06-27,2325.0,85.0,2373.0,CUB,6
Myanmar,2020-06-27,293.0,6.0,1526.0,MMR,6
Turkey,2020-06-27,194511.0,5065.0,45213.0,TUR,6
Romania,2020-06-27,25697.0,1579.0,1877.0,ROU,6
Saudi Arabia,2020-06-27,174577.0,1474.0,45521.0,SAU,6
Iceland,2020-06-27,1820.0,10.0,171.0,ISL,6
Vietnam,2020-06-27,353.0,0.0,0.0,VNM,6
United States,2020-06-28,2510323.0,125539.0,573808.0,USA,6
Slovenia,2020-06-28,1572.0,111.0,300.0,SVN,6
South Africa,2020-06-28,131800.0,2413.0,38075.0,ZAF,6
Japan,2020-06-28,18390.0,971.0,0.0,JPN,6
Cuba,2020-06-28,2330.0,86.0,2210.0,CUB,6
Austria,2020-06-28,17562.0,700.0,5025.0,AUT,6
Iceland,2020-06-28,1820.0,10.0,250.0,ISL,6
Colombia,2020-06-28,88591.0,2939.0,18140.0,COL,6
Uruguay,2020-06-28,924.0,26.0,403.0,URY,6
Hungary,2020-06-28,4138.0,578.0,931.0,HUN,6
Tunisia,2020-06-28,1168.0,50.0,513.0,TUN,6
Israel,2020-06-28,23421.0,317.0,10389.0,ISR,6
Portugal,2020-06-28,41189.0,1561.0,6353.0,PRT,6
Turkey,2020-06-28,195883.0,5082.0,48309.0,TUR,6
Morocco,2020-06-28,11877.0,220.0,12701.0,MAR,6
Panama,2020-06-28,30658.0,592.0,2908.0,PAN,6
Trinidad and Tobago,2020-06-28,124.0,8.0,51.0,TTO,6
Mauritania,2020-06-28,3907.0,120.0,0.0,MRT,6
Oman,2020-06-28,36953.0,159.0,3292.0,OMN,6
Togo,2020-06-28,615.0,14.0,434.0,TGO,6
Libya,2020-06-28,713.0,18.0,922.0,LBY,6
Chile,2020-06-28,267766.0,5347.0,18370.0,CHL,6
Mexico,2020-06-28,255131.0,26381.0,5000.0,MEX,6
Saudi Arabia,2020-06-28,178504.0,1511.0,45104.0,SAU,6
Iran,2020-06-28,220180.0,10364.0,27327.0,IRN,6
Bahrain,2020-06-28,25267.0,78.0,8141.0,BHR,6
Norway,2020-06-28,8815.0,249.0,986.0,NOR,6
Myanmar,2020-06-28,296.0,6.0,1760.0,MMR,6
Bulgaria,2020-06-28,4625.0,216.0,1528.0,BGR,6
Indonesia,2020-06-28,52812.0,2720.0,7067.0,IDN,6
Croatia,2020-06-28,2624.0,107.0,829.0,HRV,6
Belgium,2020-06-28,61735.0,9624.0,6184.0,BEL,6
Romania,2020-06-28,26022.0,1589.0,17650.0,ROU,6
Ireland,2020-06-28,25437.0,1734.0,2724.0,IRL,6
Namibia,2020-06-28,121.0,0.0,443.0,NAM,6
Bangladesh,2020-06-28,133978.0,1695.0,18099.0,BGD,6
Algeria,2020-06-28,12968.0,892.0,0.0,DZA,6
Kuwait,2020-06-28,44391.0,344.0,3814.0,KWT,6
Philippines,2020-06-28,34803.0,1236.0,14395.0,PHL,6
Finland,2020-06-28,7191.0,328.0,965.0,FIN,6
Costa Rica,2020-06-28,2979.0,12.0,743.0,CRI,6
Zimbabwe,2020-06-28,567.0,6.0,458.0,ZWE,6
Nepal,2020-06-28,11755.0,27.0,4962.0,NPL,6
Canada,2020-06-28,103021.0,8516.0,36390.0,CAN,6
Pakistan,2020-06-28,202955.0,4118.0,25013.0,PAK,6
United Kingdom,2020-06-28,282446.0,40289.0,64453.0,GBR,6
Mozambique,2020-06-28,839.0,5.0,691.0,MOZ,6
Guatemala,2020-06-28,16397.0,706.0,795.0,GTM,6
Paraguay,2020-06-28,1942.0,15.0,1361.0,PRY,6
Sri Lanka,2020-06-28,2033.0,11.0,833.0,LKA,6
Jordan,2020-06-28,1111.0,9.0,0.0,JOR,6
Kenya,2020-06-28,5811.0,141.0,2718.0,KEN,6
Dominican Republic,2020-06-28,30619.0,718.0,2148.0,DOM,6
Uganda,2020-06-28,848.0,0.0,0.0,UGA,6
El Salvador,2020-06-28,5934.0,152.0,2417.0,SLV,6
Denmark,2020-06-28,12675.0,604.0,9461.0,DNK,6
New Zealand,2020-06-28,1176.0,22.0,2809.0,NZL,6
Italy,2020-06-28,240136.0,34716.0,37346.0,ITA,6
Switzerland,2020-06-28,31472.0,1681.0,2536.0,CHE,6
Jamaica,2020-06-28,690.0,10.0,277.0,JAM,6
Nigeria,2020-06-28,24077.0,558.0,3006.0,NGA,6
Greece,2020-06-28,3366.0,191.0,3993.0,GRC,6
Malaysia,2020-06-28,8616.0,121.0,10492.0,MYS,6
Ecuador,2020-06-28,54574.0,4424.0,1584.0,ECU,6
Bolivia,2020-06-28,30676.0,970.0,1364.0,BOL,6
Serbia,2020-06-28,13792.0,267.0,4905.0,SRB,6
Malawi,2020-06-28,1038.0,13.0,549.0,MWI,6
Zambia,2020-06-28,1531.0,21.0,277.0,ZMB,6
Australia,2020-06-28,7641.0,104.0,43114.0,AUS,6
Peru,2020-06-28,275989.0,9135.0,2096.0,PER,6
Sweden,2020-06-28,65918.0,5434.0,0.0,SWE,6
Thailand,2020-06-28,3162.0,58.0,2547.0,THA,6
France,2020-06-28,162936.0,29778.0,8404.0,FRA,6
India,2020-06-28,528859.0,16095.0,231095.0,IND,6
Rwanda,2020-06-28,878.0,2.0,3002.0,RWA,6
Iraq,2020-06-28,43262.0,1660.0,10595.0,IRQ,6
Poland,2020-06-28,33714.0,1435.0,14818.0,POL,6
Czech Republic,2020-06-28,11298.0,347.0,2423.0,CZE,6
Ghana,2020-06-28,16431.0,103.0,2724.0,GHA,6
Vietnam,2020-06-28,354.0,0.0,0.0,VNM,6
Ethiopia,2020-06-28,5570.0,94.0,3895.0,ETH,6
Madagascar,2020-06-28,2005.0,16.0,0.0,MDG,6
Senegal,2020-06-28,6459.0,102.0,1179.0,SEN,6
Portugal,2020-06-29,41646.0,1564.0,12485.0,PRT,6
Japan,2020-06-29,18476.0,972.0,0.0,JPN,6
Costa Rica,2020-06-29,3130.0,15.0,691.0,CRI,6
